set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2025_bowman,2025,Bowman,Bowman,Base,,1,1,Mike Trout,Los Angeles Angels,False,Base	1	Mike Trout	Los Angeles Angels
2025_bowman,2025,Bowman,Bowman,Base,,2,1,Gunnar Henderson,Baltimore Orioles,False,Base	2	Gunnar Henderson	Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,Base,,3,1,Bryce Harper,Philadelphia Phillies,False,Base	3	Bryce Harper	Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,Base,,4,1,Adrian Del Castillo,Arizona Diamondbacks	RC,False,Base	4	Adrian Del Castillo	Arizona Diamondbacks	RC
2025_bowman,2025,Bowman,Bowman,Base,,5,1,Freddie Freeman,Los Angeles Dodgers,False,Base	5	Freddie Freeman	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Base,,6,1,Rhett Lowder,Cincinnati Reds	RC,False,Base	6	Rhett Lowder	Cincinnati Reds	RC
2025_bowman,2025,Bowman,Bowman,Base,,7,1,Bobby Witt Jr.,Kansas City Royals,False,Base	7	Bobby Witt Jr.	Kansas City Royals
2025_bowman,2025,Bowman,Bowman,Base,,8,1,Drew Thorpe,Chicago White Sox	RC,False,Base	8	Drew Thorpe	Chicago White Sox	RC
2025_bowman,2025,Bowman,Bowman,Base,,9,1,Jacob Wilson,Athletics	RC,False,Base	9	Jacob Wilson	Athletics	RC
2025_bowman,2025,Bowman,Bowman,Base,,10,1,Rafael Devers,Boston Red Sox,False,Base	10	Rafael Devers	Boston Red Sox
2025_bowman,2025,Bowman,Bowman,Base,,11,1,Jackson Chourio,Milwaukee Brewers,False,Base	11	Jackson Chourio	Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,Base,,12,1,Roki Sasaki,Los Angeles Dodgers	RC,False,Base	12	Roki Sasaki	Los Angeles Dodgers	RC
2025_bowman,2025,Bowman,Bowman,Base,,13,1,Junior Caminero,Tampa Bay Rays,False,Base	13	Junior Caminero	Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,Base,,14,1,Lawrence Butler,Athletics,False,Base	14	Lawrence Butler	Athletics
2025_bowman,2025,Bowman,Bowman,Base,,15,1,Emmanuel Clase,Cleveland Guardians,False,Base	15	Emmanuel Clase	Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,Base,,16,1,Mookie Betts,Los Angeles Dodgers,False,Base	16	Mookie Betts	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Base,,17,1,Shohei Ohtani,Los Angeles Dodgers,False,Base	17	Shohei Ohtani	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Base,,18,1,Yoshinobu Yamamoto,Los Angeles Dodgers,False,Base	18	Yoshinobu Yamamoto	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Base,,19,1,Randy Arozarena,Seattle Mariners,False,Base	19	Randy Arozarena	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Base,,20,1,Tarik Skubal,Detroit Tigers,False,Base	20	Tarik Skubal	Detroit Tigers
2025_bowman,2025,Bowman,Bowman,Base,,21,1,Ronald Acuña Jr.,Atlanta Braves,False,Base	21	Ronald Acuña Jr.	Atlanta Braves
2025_bowman,2025,Bowman,Bowman,Base,,22,1,Juan Soto,New York Mets,False,Base	22	Juan Soto	New York Mets
2025_bowman,2025,Bowman,Bowman,Base,,23,1,Fernando Tatis Jr.,San Diego Padres,False,Base	23	Fernando Tatis Jr.	San Diego Padres
2025_bowman,2025,Bowman,Bowman,Base,,24,1,Marcus Semien,Texas Rangers,False,Base	24	Marcus Semien	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Base,,25,1,Yordan Alvarez,Houston Astros,False,Base	25	Yordan Alvarez	Houston Astros
2025_bowman,2025,Bowman,Bowman,Base,,26,1,Manny Machado,San Diego Padres,False,Base	26	Manny Machado	San Diego Padres
2025_bowman,2025,Bowman,Bowman,Base,,27,1,Vladimir Guerrero Jr.,Toronto Blue Jays,False,Base	27	Vladimir Guerrero Jr.	Toronto Blue Jays
2025_bowman,2025,Bowman,Bowman,Base,,28,1,Jacob deGrom,Texas Rangers,False,Base	28	Jacob deGrom	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Base,,29,1,James Wood,Washington Nationals	RC,False,Base	29	James Wood	Washington Nationals	RC
2025_bowman,2025,Bowman,Bowman,Base,,30,1,Paul Skenes,Pittsburgh Pirates,False,Base	30	Paul Skenes	Pittsburgh Pirates
2025_bowman,2025,Bowman,Bowman,Base,,31,1,Adael Amador,Colorado Rockies	RC,False,Base	31	Adael Amador	Colorado Rockies	RC
2025_bowman,2025,Bowman,Bowman,Base,,32,1,Austin Riley,Atlanta Braves,False,Base	32	Austin Riley	Atlanta Braves
2025_bowman,2025,Bowman,Bowman,Base,,33,1,Wyatt Langford,Texas Rangers,False,Base	33	Wyatt Langford	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Base,,34,1,Salvador Perez,Kansas City Royals,False,Base	34	Salvador Perez	Kansas City Royals
2025_bowman,2025,Bowman,Bowman,Base,,35,1,Adley Rutschman,Baltimore Orioles,False,Base	35	Adley Rutschman	Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,Base,,36,1,Triston Casas,Boston Red Sox,False,Base	36	Triston Casas	Boston Red Sox
2025_bowman,2025,Bowman,Bowman,Base,,37,1,Coby Mayo,Baltimore Orioles	RC,False,Base	37	Coby Mayo	Baltimore Orioles	RC
2025_bowman,2025,Bowman,Bowman,Base,,38,1,Corey Seager,Texas Rangers,False,Base	38	Corey Seager	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Base,,39,1,Eury Pérez,Miami Marlins,False,Base	39	Eury Pérez	Miami Marlins
2025_bowman,2025,Bowman,Bowman,Base,,40,1,Cole Ragans,Kansas City Royals,False,Base	40	Cole Ragans	Kansas City Royals
2025_bowman,2025,Bowman,Bowman,Base,,41,1,Tomoyuki Sugano,Baltimore Orioles	RC,False,Base	41	Tomoyuki Sugano	Baltimore Orioles	RC
2025_bowman,2025,Bowman,Bowman,Base,,42,1,Dylan Crews,Washington Nationals	RC,False,Base	42	Dylan Crews	Washington Nationals	RC
2025_bowman,2025,Bowman,Bowman,Base,,43,1,Kyle Tucker,Chicago Cubs,False,Base	43	Kyle Tucker	Chicago Cubs
2025_bowman,2025,Bowman,Bowman,Base,,44,1,Elly De La Cruz,Cincinnati Reds,False,Base	44	Elly De La Cruz	Cincinnati Reds
2025_bowman,2025,Bowman,Bowman,Base,,45,1,Zack Wheeler,Philadelphia Phillies,False,Base	45	Zack Wheeler	Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,Base,,46,1,Connor Norby,Miami Marlins	RC,False,Base	46	Connor Norby	Miami Marlins	RC
2025_bowman,2025,Bowman,Bowman,Base,,47,1,Shay Whitcomb,Houston Astros	RC,False,Base	47	Shay Whitcomb	Houston Astros	RC
2025_bowman,2025,Bowman,Bowman,Base,,48,1,Shane McClanahan,Tampa Bay Rays,False,Base	48	Shane McClanahan	Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,Base,,49,1,CJ Abrams,Washington Nationals,False,Base	49	CJ Abrams	Washington Nationals
2025_bowman,2025,Bowman,Bowman,Base,,50,1,Jackson Jobe,Detroit Tigers	(RC),False,Base	50	Jackson Jobe	Detroit Tigers	(RC)
2025_bowman,2025,Bowman,Bowman,Base,,51,1,Shota Imanaga,Chicago Cubs,False,Base	51	Shota Imanaga	Chicago Cubs
2025_bowman,2025,Bowman,Bowman,Base,,52,1,Cody Bellinger,New York Yankees,False,Base	52	Cody Bellinger	New York Yankees
2025_bowman,2025,Bowman,Bowman,Base,,53,1,Ceddanne Rafaela,Boston Red Sox,False,Base	53	Ceddanne Rafaela	Boston Red Sox
2025_bowman,2025,Bowman,Bowman,Base,,54,1,David Festa,Minnesota Twins	RC,False,Base	54	David Festa	Minnesota Twins	RC
2025_bowman,2025,Bowman,Bowman,Base,,55,1,Zach Neto,Los Angeles Angels,False,Base	55	Zach Neto	Los Angeles Angels
2025_bowman,2025,Bowman,Bowman,Base,,56,1,Pete Alonso,New York Mets,False,Base	56	Pete Alonso	New York Mets
2025_bowman,2025,Bowman,Bowman,Base,,57,1,Thomas Saggese,St. Louis Cardinals	RC,False,Base	57	Thomas Saggese	St. Louis Cardinals	RC
2025_bowman,2025,Bowman,Bowman,Base,,58,1,Riley Greene,Detroit Tigers,False,Base	58	Riley Greene	Detroit Tigers
2025_bowman,2025,Bowman,Bowman,Base,,59,1,Jace Jung,Detroit Tigers	RC,False,Base	59	Jace Jung	Detroit Tigers	RC
2025_bowman,2025,Bowman,Bowman,Base,,60,1,Willy Adames,San Francisco Giants,False,Base	60	Willy Adames	San Francisco Giants
2025_bowman,2025,Bowman,Bowman,Base,,61,1,Hurston Waldrep,Atlanta Braves	RC,False,Base	61	Hurston Waldrep	Atlanta Braves	RC
2025_bowman,2025,Bowman,Bowman,Base,,62,1,Will Smith,Los Angeles Dodgers,False,Base	62	Will Smith	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Base,,63,1,Jose Altuve,Houston Astros,False,Base	63	Jose Altuve	Houston Astros
2025_bowman,2025,Bowman,Bowman,Base,,64,1,Jackson Merrill,San Diego Padres,False,Base	64	Jackson Merrill	San Diego Padres
2025_bowman,2025,Bowman,Bowman,Base,,65,1,Trea Turner,Philadelphia Phillies,False,Base	65	Trea Turner	Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,Base,,66,1,Bryan Reynolds,Pittsburgh Pirates,False,Base	66	Bryan Reynolds	Pittsburgh Pirates
2025_bowman,2025,Bowman,Bowman,Base,,67,1,Christian Yelich,Milwaukee Brewers,False,Base	67	Christian Yelich	Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,Base,,68,1,Nolan Arenado,St. Louis Cardinals,False,Base	68	Nolan Arenado	St. Louis Cardinals
2025_bowman,2025,Bowman,Bowman,Base,,69,1,River Ryan,Los Angeles Dodgers	RC,False,Base	69	River Ryan	Los Angeles Dodgers	RC
2025_bowman,2025,Bowman,Bowman,Base,,70,1,William Contreras,Milwaukee Brewers,False,Base	70	William Contreras	Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,Base,,71,1,Ozzie Albies,Atlanta Braves,False,Base	71	Ozzie Albies	Atlanta Braves
2025_bowman,2025,Bowman,Bowman,Base,,72,1,Brooks Lee,Minnesota Twins	RC,False,Base	72	Brooks Lee	Minnesota Twins	RC
2025_bowman,2025,Bowman,Bowman,Base,,73,1,Carlos Correa,Minnesota Twins,False,Base	73	Carlos Correa	Minnesota Twins
2025_bowman,2025,Bowman,Bowman,Base,,74,1,Matt Chapman,San Francisco Giants,False,Base	74	Matt Chapman	San Francisco Giants
2025_bowman,2025,Bowman,Bowman,Base,,75,1,Orelvis Martinez,Toronto Blue Jays	RC,False,Base	75	Orelvis Martinez	Toronto Blue Jays	RC
2025_bowman,2025,Bowman,Bowman,Base,,76,1,Ketel Marte,Arizona Diamondbacks,False,Base	76	Ketel Marte	Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,Base,,77,1,Jackson Holliday,Baltimore Orioles,False,Base	77	Jackson Holliday	Baltimore Orioles
2025_bowman,2025,Bowman,Bowman,Base,,78,1,Spencer Schwellenbach,Atlanta Braves	RC,False,Base	78	Spencer Schwellenbach	Atlanta Braves	RC
2025_bowman,2025,Bowman,Bowman,Base,,79,1,Julio Rodríguez,Seattle Mariners,False,Base	79	Julio Rodríguez	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Base,,80,1,Kumar Rocker,Texas Rangers	RC,False,Base	80	Kumar Rocker	Texas Rangers	RC
2025_bowman,2025,Bowman,Bowman,Base,,81,1,Jhonkensy Noel,Cleveland Guardians	RC,False,Base	81	Jhonkensy Noel	Cleveland Guardians	RC
2025_bowman,2025,Bowman,Bowman,Base,,82,1,Chris Sale,Atlanta Braves,False,Base	82	Chris Sale	Atlanta Braves
2025_bowman,2025,Bowman,Bowman,Base,,83,1,Luisangel Acuña,New York Mets	RC,False,Base	83	Luisangel Acuña	New York Mets	RC
2025_bowman,2025,Bowman,Bowman,Base,,84,1,Ezequiel Tovar,Colorado Rockies,False,Base	84	Ezequiel Tovar	Colorado Rockies
2025_bowman,2025,Bowman,Bowman,Base,,85,1,Ben Rice,New York Yankees	RC,False,Base	85	Ben Rice	New York Yankees	RC
2025_bowman,2025,Bowman,Bowman,Base,,86,1,Francisco Lindor,New York Mets,False,Base	86	Francisco Lindor	New York Mets
2025_bowman,2025,Bowman,Bowman,Base,,87,1,Logan Gilbert,Seattle Mariners,False,Base	87	Logan Gilbert	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Base,,88,1,Luis Robert Jr.,Chicago White Sox,False,Base	88	Luis Robert Jr.	Chicago White Sox
2025_bowman,2025,Bowman,Bowman,Base,,89,1,José Ramírez,Cleveland Guardians,False,Base	89	José Ramírez	Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,Base,,90,1,Jung Hoo Lee,San Francisco Giants,False,Base	90	Jung Hoo Lee	San Francisco Giants
2025_bowman,2025,Bowman,Bowman,Base,,91,1,Hyeseong Kim,Los Angeles Dodgers	RC,False,Base	91	Hyeseong Kim	Los Angeles Dodgers	RC
2025_bowman,2025,Bowman,Bowman,Base,,92,1,Bo Bichette,Toronto Blue Jays,False,Base	92	Bo Bichette	Toronto Blue Jays
2025_bowman,2025,Bowman,Bowman,Base,,93,1,Tyler Locklear,Seattle Mariners	RC,False,Base	93	Tyler Locklear	Seattle Mariners	RC
2025_bowman,2025,Bowman,Bowman,Base,,94,1,Caden Dana,Los Angeles Angels	RC,False,Base	94	Caden Dana	Los Angeles Angels	RC
2025_bowman,2025,Bowman,Bowman,Base,,95,1,Kevin Alcántara,Chicago Cubs	RC,False,Base	95	Kevin Alcántara	Chicago Cubs	RC
2025_bowman,2025,Bowman,Bowman,Base,,96,1,Corbin Carroll,Arizona Diamondbacks,False,Base	96	Corbin Carroll	Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,Base,,97,1,Nick Yorke,Pittsburgh Pirates	RC,False,Base	97	Nick Yorke	Pittsburgh Pirates	RC
2025_bowman,2025,Bowman,Bowman,Base,,98,1,Matt Olson,Atlanta Braves,False,Base	98	Matt Olson	Atlanta Braves
2025_bowman,2025,Bowman,Bowman,Base,,99,1,Aaron Judge,New York Yankees,False,Base	99	Aaron Judge	New York Yankees
2025_bowman,2025,Bowman,Bowman,Base,,100,1,Masyn Winn,St. Louis Cardinals,False,Base	100	Masyn Winn	St. Louis Cardinals
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-1,1,Walker Jenkins,Minnesota Twins,False,Bowman Prospects	BP-1	Walker Jenkins	Minnesota Twins
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-2,1,Zyhir Hope,Los Angeles Dodgers,False,Bowman Prospects	BP-2	Zyhir Hope	Los Angeles Dodgers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-3,1,Romeo Sanabria,San Diego Padres,False,Bowman Prospects	BP-3	Romeo Sanabria	San Diego Padres
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-4,1,Asbel Gonzalez,Kansas City Royals,False,Bowman Prospects	BP-4	Asbel Gonzalez	Kansas City Royals
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-5,1,Franyerber Montilla,Detroit Tigers,False,Bowman Prospects	BP-5	Franyerber Montilla	Detroit Tigers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-6,1,Wen-Hui Pan,Philadelphia Phillies,False,Bowman Prospects	BP-6	Wen-Hui Pan	Philadelphia Phillies
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-7,1,Gregory Barrios,Tampa Bay Rays,False,Bowman Prospects	BP-7	Gregory Barrios	Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-8,1,Dawel Joseph,Seattle Mariners,False,Bowman Prospects	BP-8	Dawel Joseph	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-9,1,Esteban Mejia,Texas Rangers,False,Bowman Prospects	BP-9	Esteban Mejia	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-10,1,Cade Horton,Chicago Cubs,False,Bowman Prospects	BP-10	Cade Horton	Chicago Cubs
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-11,1,Jackson Humphries,Cleveland Guardians,False,Bowman Prospects	BP-11	Jackson Humphries	Cleveland Guardians
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-12,1,Hayden Alvarez,Los Angeles Angels,False,Bowman Prospects	BP-12	Hayden Alvarez	Los Angeles Angels
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-13,1,Josue Briceno,Detroit Tigers,False,Bowman Prospects	BP-13	Josue Briceno	Detroit Tigers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-14,1,Owen Wild,Tampa Bay Rays,False,Bowman Prospects	BP-14	Owen Wild	Tampa Bay Rays
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-15,1,Walker Janek,Houston Astros,False,Bowman Prospects	BP-15	Walker Janek	Houston Astros
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-16,1,Engelth Urena,New York Yankees,False,Bowman Prospects	BP-16	Engelth Urena	New York Yankees
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-17,1,Colt Emerson,Seattle Mariners,False,Bowman Prospects	BP-17	Colt Emerson	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-18,1,Ichiro Cano Hernandez,Cincinnati Reds,False,Bowman Prospects	BP-18	Ichiro Cano Hernandez	Cincinnati Reds
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-19,1,Fabian Lopez,Miami Marlins,False,Bowman Prospects	BP-19	Fabian Lopez	Miami Marlins
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-20,1,Ashly Andujar,Colorado Rockies,False,Bowman Prospects	BP-20	Ashly Andujar	Colorado Rockies
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-21,1,Slade Caldwell,Arizona Diamondbacks,False,Bowman Prospects	BP-21	Slade Caldwell	Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-22,1,JJ Wetherholt,St. Louis Cardinals,False,Bowman Prospects	BP-22	JJ Wetherholt	St. Louis Cardinals
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-23,1,Lazaro Montes,Seattle Mariners,False,Bowman Prospects	BP-23	Lazaro Montes	Seattle Mariners
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-24,1,Max Clark,Detroit Tigers,False,Bowman Prospects	BP-24	Max Clark	Detroit Tigers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-25,1,Quinn Mathews,St. Louis Cardinals,False,Bowman Prospects	BP-25	Quinn Mathews	St. Louis Cardinals
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-26,1,Jancel Villarroel,Houston Astros,False,Bowman Prospects	BP-26	Jancel Villarroel	Houston Astros
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-27,1,Yu-Min Lin,Arizona Diamondbacks,False,Bowman Prospects	BP-27	Yu-Min Lin	Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-28,1,Carlos Tavares,Washington Nationals,False,Bowman Prospects	BP-28	Carlos Tavares	Washington Nationals
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-29,1,David Ortiz Jr.,Texas Rangers,False,Bowman Prospects	BP-29	David Ortiz Jr.	Texas Rangers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-30,1,Bishop Letson,Milwaukee Brewers,False,Bowman Prospects	BP-30	Bishop Letson	Milwaukee Brewers
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-31,1,Ricardo Yan,Arizona Diamondbacks,False,Bowman Prospects	BP-31	Ricardo Yan	Arizona Diamondbacks
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-32,1,Cole Fontenelle,Los Angeles Angels,False,Bowman Prospects	BP-32	Cole Fontenelle	Los Angeles Angels
2025_bowman,2025,Bowman,Bowman,Bowman Prospects,,BP-33,1,Aron Estrada,Baltimore Orioles,False,Bowman Prospects	BP-33	Aron Estrada	Baltimore Orioles
