set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,1,1,Jacob Wilson,Athletics	Rookie,False,1	Jacob Wilson	Athletics	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,2,1,Hyeseong Kim,Los Angeles Dodgers	Rookie,False,2	Hyeseong Kim	Los Angeles Dodgers	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,3,1,Dylan Crews,Washington Nationals	Rookie,False,3	Dylan Crews	Washington Nationals	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,4,1,Matt Olson,Atlanta Braves,False,4	Matt Olson	Atlanta Braves
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,5,1,Yusei Kikuchi,Los Angeles Angels,False,5	Yusei Kikuchi	Los Angeles Angels
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,6,1,Manny Machado,San Diego Padres,False,6	Manny Machado	San Diego Padres
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,7,1,Bobby Witt Jr.,Kansas City Royals,False,7	Bobby Witt Jr.	Kansas City Royals
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,8,1,Fernando Tatis Jr.,San Diego Padres,False,8	Fernando Tatis Jr.	San Diego Padres
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,9,1,Logan Gilbert,Seattle Mariners,False,9	Logan Gilbert	Seattle Mariners
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,10,1,Cade Horton,Chicago Cubs	Rookie,False,10	Cade Horton	Chicago Cubs	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,11,1,Mick Abel,Philadelphia Phillies	Rookie,False,11	Mick Abel	Philadelphia Phillies	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,12,1,Roki Sasaki,Los Angeles Dodgers	Rookie,False,12	Roki Sasaki	Los Angeles Dodgers	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,13,1,Ronald Acuña Jr.,Atlanta Braves,False,13	Ronald Acuña Jr.	Atlanta Braves
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,14,1,Willy Adames,San Francisco Giants,False,14	Willy Adames	San Francisco Giants
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,15,1,Alex Bregman,Boston Red Sox,False,15	Alex Bregman	Boston Red Sox
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,16,1,Jackson Holliday,Baltimore Orioles,False,16	Jackson Holliday	Baltimore Orioles
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,17,1,Shohei Ohtani,Los Angeles Dodgers,False,17	Shohei Ohtani	Los Angeles Dodgers
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,18,1,Chandler Simpson,Tampa Bay Rays	Rookie,False,18	Chandler Simpson	Tampa Bay Rays	Rookie
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,19,1,Shota Imanaga,Chicago Cubs®,False,19	Shota Imanaga	Chicago Cubs®
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,20,1,CJ Abrams,Washington Nationals,False,20	CJ Abrams	Washington Nationals
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,21,1,José Ramírez,Cleveland Guardians,False,21	José Ramírez	Cleveland Guardians
