set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2026_topps_heritage,2026,Topps,Heritage,Chrome,,1,1,Aaron Judge,New York Yankees,True,1	Aaron Judge/Trea Turner	New York Yankees/Philadelphia Phillies	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,1,2,Trea Turner,Philadelphia Phillies	(League Leaders),True,1	Aaron Judge/Trea Turner	New York Yankees/Philadelphia Phillies	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,2,1,Kyle Schwarber,Philadelphia Phillies,True,2	Kyle Schwarber/Cal Raleigh	Philadelphia Phillies/Seattle Mariners	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,2,2,Cal Raleigh,Seattle Mariners	(League Leaders),True,2	Kyle Schwarber/Cal Raleigh	Philadelphia Phillies/Seattle Mariners	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,3,1,Kyle Schwarber,Philadelphia Phillies,True,3	Kyle Schwarber/Cal Raleigh	Philadelphia Phillies/Seattle Mariners	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,3,2,Cal Raleigh,Seattle Mariners	(League Leaders),True,3	Kyle Schwarber/Cal Raleigh	Philadelphia Phillies/Seattle Mariners	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,4,1,Oneil Cruz,Pittsburgh Pirates,True,4	Oneil Cruz/José Caballero	Pittsburgh Pirates/New York Yankees	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,4,2,José Caballero,New York Yankees	(League Leaders),True,4	Oneil Cruz/José Caballero	Pittsburgh Pirates/New York Yankees	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,5,1,Freddy Peralta,Milwaukee Brewers,True,5	Freddy Peralta/Max Fried	Milwaukee Brewers/New York Yankees	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,5,2,Max Fried,New York Yankees	(League Leaders),True,5	Freddy Peralta/Max Fried	Milwaukee Brewers/New York Yankees	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,6,1,Logan Webb,San Francisco Giants,True,6	Logan Webb/Garrett Crochet	San Francisco Giants/Boston Red Sox	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,6,2,Garrett Crochet,Boston Red Sox	(League Leaders),True,6	Logan Webb/Garrett Crochet	San Francisco Giants/Boston Red Sox	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,7,1,Paul Skenes,Pittsburgh Pirates,True,7	Paul Skenes/Tarik Skubal	Pittsburgh Pirates/Detroit Tigers	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,7,2,Tarik Skubal,Detroit Tigers	(League Leaders),True,7	Paul Skenes/Tarik Skubal	Pittsburgh Pirates/Detroit Tigers	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,8,1,Robert Suarez,San Diego Padres,True,8	Robert Suarez/Carlos Estevéz	San Diego Padres/Kansas City Royals	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,8,2,Carlos Estevéz,Kansas City Royals	(League Leaders),True,8	Robert Suarez/Carlos Estevéz	San Diego Padres/Kansas City Royals	(League Leaders)
2026_topps_heritage,2026,Topps,Heritage,Chrome,,9,1,"Josh Hader,",Houston Astros,False,"9	Josh Hader,	Houston Astros"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,10,1,"Aaron Judge,",New York Yankees,False,"10	Aaron Judge,	New York Yankees"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,11,1,"Jose Altuve,",Houston Astros,False,"11	Jose Altuve,	Houston Astros"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,12,1,"Mookie Betts,",Los Angeles Dodgers,False,"12	Mookie Betts,	Los Angeles Dodgers"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,13,1,"Agustín Ramírez,",Miami Marlins,False,"13	Agustín Ramírez,	Miami Marlins"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,14,1,"Jhoan Duran,",Philadelphia Phillies,False,"14	Jhoan Duran,	Philadelphia Phillies"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,15,1,"Jarren Duran,",Boston Red Sox,False,"15	Jarren Duran,	Boston Red Sox"
2026_topps_heritage,2026,Topps,Heritage,Chrome,,16,1,"Kyle Bradish,",Baltimore Orioles,False,"16	Kyle Bradish,	Baltimore Orioles"
