set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2026_topps_series1,2026,Topps,Series 1,TBA,,1,1,"Aaron Judge,",New York Yankees,False,"1	Aaron Judge,	New York Yankees"
2026_topps_series1,2026,Topps,Series 1,TBA,,2,1,"Daulton Varsho,",Toronto Blue Jays,False,"2	Daulton Varsho,	Toronto Blue Jays"
2026_topps_series1,2026,Topps,Series 1,TBA,,3,1,"Luke Keaschall,",Minnesota Twins,False,"3	Luke Keaschall,	Minnesota Twins"
2026_topps_series1,2026,Topps,Series 1,TBA,,4,1,"Jonah Tong,",New York Mets	RC,False,"4	Jonah Tong,	New York Mets	RC"
2026_topps_series1,2026,Topps,Series 1,TBA,,5,1,"Nico Hoerner,",Chicago Cubs,False,"5	Nico Hoerner,	Chicago Cubs"
2026_topps_series1,2026,Topps,Series 1,TBA,,6,1,"Blaze Alexander,",Arizona Diamondbacks,False,"6	Blaze Alexander,	Arizona Diamondbacks"
2026_topps_series1,2026,Topps,Series 1,TBA,,7,1,"Patrick Bailey,",San Francisco Giants,False,"7	Patrick Bailey,	San Francisco Giants"
2026_topps_series1,2026,Topps,Series 1,TBA,,8,1,"Heliot Ramos,",San Francisco Giants,False,"8	Heliot Ramos,	San Francisco Giants"
2026_topps_series1,2026,Topps,Series 1,TBA,,9,1,"Nick Pivetta,",San Diego Padres,False,"9	Nick Pivetta,	San Diego Padres"
2026_topps_series1,2026,Topps,Series 1,TBA,,10,1,"Jacob Misiorowski,",Milwaukee Brewers	RC,False,"10	Jacob Misiorowski,	Milwaukee Brewers	RC"
2026_topps_series1,2026,Topps,Series 1,TBA,,11,1,"Pete Alonso,",New York Mets	(League Leaders),False,"11	Pete Alonso,	New York Mets	(League Leaders)"
2026_topps_series1,2026,Topps,Series 1,TBA,,11,1,"Kyle Schwarber,",Philadelphia Phillies	(League Leaders),False,"11	Kyle Schwarber,	Philadelphia Phillies	(League Leaders)"
