set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2024_topps_series2,2024,Topps,Series 2,Base,,351,1,Clayton Kershaw,Los Angeles Dodgers,False,Base	351	Clayton Kershaw	Los Angeles Dodgers
2024_topps_series2,2024,Topps,Series 2,Base,,352,1,Trea Turner,Philadelphia Phillies,False,Base	352	Trea Turner	Philadelphia Phillies
2024_topps_series2,2024,Topps,Series 2,Base,,353,1,Tyler Freeman,Cleveland Guardians,False,Base	353	Tyler Freeman	Cleveland Guardians
2024_topps_series2,2024,Topps,Series 2,Base,,354,1,Javier Assad,Chicago Cubs,False,Base	354	Javier Assad	Chicago Cubs
2024_topps_series2,2024,Topps,Series 2,Base,,355,1,Lucas Sims,Cincinnati Reds,False,Base	355	Lucas Sims	Cincinnati Reds
2024_topps_series2,2024,Topps,Series 2,Base,,356,1,José Alvarado,Philadelphia Phillies,False,Base	356	José Alvarado	Philadelphia Phillies
2024_topps_series2,2024,Topps,Series 2,Base,,357,1,Rhys Hoskins,Milwaukee Brewers,False,Base	357	Rhys Hoskins	Milwaukee Brewers
2024_topps_series2,2024,Topps,Series 2,Base,,358,1,Patrick Bailey,San Francisco Giants	- Combo Card / Checklist,False,Base	358	Patrick Bailey	San Francisco Giants	- Combo Card / Checklist
2024_topps_series2,2024,Topps,Series 2,Base,,359,1,Luis Garcia,Houston Astros,False,Base	359	Luis Garcia	Houston Astros
2024_topps_series2,2024,Topps,Series 2,Base,,360,1,Steven Cruz,Kansas City Royals	RC,False,Base	360	Steven Cruz	Kansas City Royals	RC
2024_topps_series2,2024,Topps,Series 2,Base,,361,1,Myles Straw,Cleveland Guardians,False,Base	361	Myles Straw	Cleveland Guardians
2024_topps_series2,2024,Topps,Series 2,Base,,362,1,James Outman,Los Angeles Dodgers,False,Base	362	James Outman	Los Angeles Dodgers
2024_topps_series2,2024,Topps,Series 2,Base,,363,1,Bryce Jarvis,Arizona Diamondbacks	RC,False,Base	363	Bryce Jarvis	Arizona Diamondbacks	RC
2024_topps_series2,2024,Topps,Series 2,Base,,364,1,Nick Pratto,Kansas City Royals,False,Base	364	Nick Pratto	Kansas City Royals
2024_topps_series2,2024,Topps,Series 2,Base,,365,1,Carson Spiers,Cincinnati Reds	RC,False,Base	365	Carson Spiers	Cincinnati Reds	RC
2024_topps_series2,2024,Topps,Series 2,Base,,366,1,Jason Heyward,Los Angeles Dodgers,False,Base	366	Jason Heyward	Los Angeles Dodgers
2024_topps_series2,2024,Topps,Series 2,Base,,367,1,Michael Soroka,Chicago White Sox,False,Base	367	Michael Soroka	Chicago White Sox
2024_topps_series2,2024,Topps,Series 2,Base,,368,1,Tylor Megill,New York Mets,False,Base	368	Tylor Megill	New York Mets
2024_topps_series2,2024,Topps,Series 2,Base,,369,1,Brenan Hanifee,Detroit Tigers	RC,False,Base	369	Brenan Hanifee	Detroit Tigers	RC
2024_topps_series2,2024,Topps,Series 2,Base,,370,1,Cedric Mullins,Baltimore Orioles,False,Base	370	Cedric Mullins	Baltimore Orioles
2024_topps_series2,2024,Topps,Series 2,Base,,371,1,Pete Crow-Armstrong,Chicago Cubs	- Combo Card / Checklist,False,Base	371	Pete Crow-Armstrong	Chicago Cubs	- Combo Card / Checklist
2024_topps_series2,2024,Topps,Series 2,Base,,372,1,MJ Melendez,Kansas City Royals,False,Base	372	MJ Melendez	Kansas City Royals
2024_topps_series2,2024,Topps,Series 2,Base,,373,1,Akil Baddoo,Detroit Tigers,False,Base	373	Akil Baddoo	Detroit Tigers
2024_topps_series2,2024,Topps,Series 2,Base,,374,1,Nolan Jones,Colorado Rockies,False,Base	374	Nolan Jones	Colorado Rockies
2024_topps_series2,2024,Topps,Series 2,Base,,375,1,Matt Vierling,Detroit Tigers,False,Base	375	Matt Vierling	Detroit Tigers
2024_topps_series2,2024,Topps,Series 2,Base,,376,1,Adam Duvall,Boston Red Sox,False,Base	376	Adam Duvall	Boston Red Sox
2024_topps_series2,2024,Topps,Series 2,Base,,377,1,Tanner Houck,Boston Red Sox,False,Base	377	Tanner Houck	Boston Red Sox
2024_topps_series2,2024,Topps,Series 2,Base,,378,1,Gunnar Henderson,Baltimore Orioles	- Combo Card / Checklist,False,Base	378	Gunnar Henderson	Baltimore Orioles	- Combo Card / Checklist
2024_topps_series2,2024,Topps,Series 2,Base,,379,1,Kyle Farmer,Minnesota Twins,False,Base	379	Kyle Farmer	Minnesota Twins
2024_topps_series2,2024,Topps,Series 2,Base,,380,1,Sean Manaea,New York Mets,False,Base	380	Sean Manaea	New York Mets
2024_topps_series2,2024,Topps,Series 2,Base,,381,1,Michael Brantley,Houston Astros,False,Base	381	Michael Brantley	Houston Astros
2024_topps_series2,2024,Topps,Series 2,Base,,382,1,Mitch Haniger,Seattle Mariners,False,Base	382	Mitch Haniger	Seattle Mariners
2024_topps_series2,2024,Topps,Series 2,Base,,383,1,Francisco Alvarez,New York Mets	- Future Star,False,Base	383	Francisco Alvarez	New York Mets	- Future Star
2024_topps_series2,2024,Topps,Series 2,Base,,384,1,Matthew Batten,San Diego Padres,False,Base	384	Matthew Batten	San Diego Padres
2024_topps_series2,2024,Topps,Series 2,Base,,385,1,Touki Toussaint,Chicago White Sox,False,Base	385	Touki Toussaint	Chicago White Sox
2024_topps_series2,2024,Topps,Series 2,Base,,386,1,Will Benson,Cincinnati Reds,False,Base	386	Will Benson	Cincinnati Reds
2024_topps_series2,2024,Topps,Series 2,Base,,387,1,Bryan Reynolds,Pittsburgh Pirates,False,Base	387	Bryan Reynolds	Pittsburgh Pirates
2024_topps_series2,2024,Topps,Series 2,Base,,388,1,Patrick Sandoval,Los Angeles Angels,False,Base	388	Patrick Sandoval	Los Angeles Angels
2024_topps_series2,2024,Topps,Series 2,Base,,389,1,Miguel Rojas,Los Angeles Dodgers,False,Base	389	Miguel Rojas	Los Angeles Dodgers
2024_topps_series2,2024,Topps,Series 2,Base,,390,1,Jack Suwinski,Pittsburgh Pirates,False,Base	390	Jack Suwinski	Pittsburgh Pirates
