set_key,year,brand,product,player_name_key,player_name_display,card_count,section_count,sections,affiliation_count,affiliations
2024_topps_chrome_update,2024,Topps,Chrome Update,a.j. puk,A.J. Puk,1,1,Base,1,Arizona Diamondbacks
2024_topps_chrome_update,2024,Topps,Chrome Update,aaron judge,Aaron Judge,10,10,2024 All-Star Game Chrome|Celebración|Crushed|Diamond Dominance|Helix|MLB Illustrations|Major League Minis|Sizzle|Stratospheric Stars|Triple Autographs,1,New York Yankees
2024_topps_chrome_update,2024,Topps,Chrome Update,abner uribe,Abner Uribe,2,2,Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,2,Milwaukee Brewers	1/1|Milwaukee Brewers	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,adam cimber,Adam Cimber,1,1,Base,1,Los Angeles Angels
2024_topps_chrome_update,2024,Topps,Chrome Update,adam duvall,Adam Duvall,1,1,Base,1,Atlanta Braves
2024_topps_chrome_update,2024,Topps,Chrome Update,adam ottavino,Adam Ottavino,1,1,Base,1,New York Mets
2024_topps_chrome_update,2024,Topps,Chrome Update,addison barger,Addison Barger,3,3,2024 Topps Chrome Youthquake|Base|MLB Debut Patch Autographs,3,Toronto Blue Jays|Toronto Blue Jays	1/1|Toronto Blue Jays	RC
2024_topps_chrome_update,2024,Topps,Chrome Update,adley rutschman,Adley Rutschman,7,7,2024 All-Star Game Autographs|2024 All-Star Game Chrome|Celebración|Future Stars|Future Stars Autographs|Stratospheric Stars|Triple Autographs,1,Baltimore Orioles
2024_topps_chrome_update,2024,Topps,Chrome Update,adolis garcía,Adolis García,1,1,Crushed,1,Texas Rangers
2024_topps_chrome_update,2024,Topps,Chrome Update,adrian houser,Adrian Houser,1,1,Base,1,New York Mets
2024_topps_chrome_update,2024,Topps,Chrome Update,aj smith-shawver,AJ Smith-Shawver,3,3,Base|Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,3,Atlanta Braves	1/1|Atlanta Braves	RC|Atlanta Braves	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,albert pujols,Albert Pujols,1,1,Triple Autographs,1,St. Louis Cardinals
2024_topps_chrome_update,2024,Topps,Chrome Update,alec bohm,Alec Bohm,1,1,2024 All-Star Game Chrome,1,Philadelphia Phillies
2024_topps_chrome_update,2024,Topps,Chrome Update,alec marsh,Alec Marsh,1,1,MLB Debut Patch Autographs,1,Kansas City Royals	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,alek jacob,Alek Jacob,2,2,Base|MLB Debut Patch Autographs,2,San Diego Padres	1/1|San Diego Padres	RC
2024_topps_chrome_update,2024,Topps,Chrome Update,alex bregman,Alex Bregman,1,1,Triple Autographs,1,Houston Astros
2024_topps_chrome_update,2024,Topps,Chrome Update,alex speas,Alex Speas,2,2,Base|MLB Debut Patch Autographs,2,Houston Astros	RC|Texas Rangers	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,alex verdugo,Alex Verdugo,2,2,Base|Chrome Baseball Update Series Autographs,1,New York Yankees
2024_topps_chrome_update,2024,Topps,Chrome Update,alexander canario,Alexander Canario,2,2,Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,2,Chicago Cubs	1/1|Chicago Cubs	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,alika williams,Alika Williams,1,1,MLB Debut Patch Autographs,1,Pittsburgh Pirates	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,allan winans,Allan Winans,1,1,MLB Debut Patch Autographs,1,Atlanta Braves	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,amed rosario,Amed Rosario,1,1,Base,1,Tampa Bay Rays
2024_topps_chrome_update,2024,Topps,Chrome Update,amos willingham,Amos Willingham,1,1,MLB Debut Patch Autographs,1,Washington Nationals	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,andre lipcius,Andre Lipcius,1,1,MLB Debut Patch Autographs,1,Detroit Tigers	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,andrew abbott,Andrew Abbott,3,3,Base|Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,3,Cincinnati Reds	1/1|Cincinnati Reds	RC|Cincinnati Reds	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,andrew mccutchen,Andrew McCutchen,2,2,1989 Topps Baseball|Home Field Advantage,1,Pittsburgh Pirates
2024_topps_chrome_update,2024,Topps,Chrome Update,andrew saalfrank,Andrew Saalfrank,1,1,MLB Debut Patch Autographs,1,Arizona Diamondbacks	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,andy pages,Andy Pages,11,12,1989 Topps Baseball|2024 Topps Chrome Youthquake|Base|Chrome All-Etch Rookie Rush|Chrome Baseball Update Series Autographs|Chrome Rookie Autographs Lava Lamp Magenta/Purple|Crushed|Image Variations|Let's Go! Chrome|MLB Debut Patch Autographs|Topps Chrome Exposé|Topps Chrome Radiating Rookies,4,Los Angeles Dodgers|Los Angeles Dodgers	1/1|Los Angeles Dodgers	RC|Los Angeles Dodgers	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,angel felipe,Angel Felipe,1,1,MLB Debut Patch Autographs,1,Oakland Athletics	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,anthony maldonado,Anthony Maldonado,1,1,MLB Debut Patch Autographs,1,Miami Marlins	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,anthony molina,Anthony Molina,1,1,MLB Debut Patch Autographs,1,Colorado Rockies	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,anthony veneziano,Anthony Veneziano,1,1,MLB Debut Patch Autographs,1,Kansas City Royals	1/1
2024_topps_chrome_update,2024,Topps,Chrome Update,anthony volpe,Anthony Volpe,6,5,Dual Autographs|Future Stars|Future Stars Autographs|Topps Chrome Exposé|Triple Autographs,4,Cincinnati Reds|Kansas City Royals|New York Yankees|Texas Rangers
2024_topps_chrome_update,2024,Topps,Chrome Update,aroldis chapman,Aroldis Chapman,1,1,Base,1,Pittsburgh Pirates
2024_topps_chrome_update,2024,Topps,Chrome Update,austin hays,Austin Hays,1,1,Base,1,Philadelphia Phillies
2024_topps_chrome_update,2024,Topps,Chrome Update,austin hedges,Austin Hedges,1,1,Base,1,Cleveland Guardians
2024_topps_chrome_update,2024,Topps,Chrome Update,austin martin,Austin Martin,6,5,2024 Topps Chrome Youthquake|Base|Chrome All-Etch Rookie Rush|Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,5,Minnesota Twins|Minnesota Twins	(RC)|Minnesota Twins	1/1|Minnesota Twins	RC|Minnesota Twins	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,austin riley,Austin Riley,2,2,Stratospheric Stars|Topps Chrome Exposé,1,Atlanta Braves
2024_topps_chrome_update,2024,Topps,Chrome Update,austin shenton,Austin Shenton,3,3,Base|Chrome Baseball Update Series Autographs|MLB Debut Patch Autographs,3,Tampa Bay Rays	1/1|Tampa Bay Rays	RC|Tampa Bay Rays	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,austin wells,Austin Wells,4,4,Base|Chrome Baseball Update Series Autographs|Chrome Rookie Autographs Lava Lamp Magenta/Purple|MLB Debut Patch Autographs,4,New York Yankees|New York Yankees	1/1|New York Yankees	RC|New York Yankees	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,barry larkin,Barry Larkin,1,1,Chrome Legend Autographs,1,Cincinnati Reds
2024_topps_chrome_update,2024,Topps,Chrome Update,ben brown,Ben Brown,4,5,2024 Topps Chrome Youthquake|Base|Chrome Baseball Update Series Autographs|Image Variations|MLB Debut Patch Autographs,4,Chicago Cubs|Chicago Cubs	1/1|Chicago Cubs	RC|Chicago Cubs	Rookie
2024_topps_chrome_update,2024,Topps,Chrome Update,bill ripken,Bill Ripken,1,1,Dual Autographs,1,Baltimore Orioles
