set_key,year,brand,product,player_name_key,player_name_display,card_count,section_count,sections,affiliation_count,affiliations
2025_topps_series2,2025,Topps,Series 2,aaron civale,Aaron Civale,1,2,BASE SET|GOLDEN MIRROR IMAGE VARIATION,1,Milwaukee Brewers
2025_topps_series2,2025,Topps,Series 2,aaron judge,Aaron Judge,18,15,1990 TOPPS ALL STAR BASEBALL|1990 TOPPS BASEBALL ALL STAR AUTOGRAPH CARDS|1990 TOPPS BASEBALL ALL STAR RELICS|1990 TOPPS BASEBALL CHROME ALL STARS|ALL KINGS|DYNAMIC DUOS|HEAVY LUMBER AUTOGRAPH RELICS|MAJOR LEAGUE MATERIAL CARDS|MAJOR LEAGUE MATERIAL DUAL RELIC CARDS|OPS BESTS|PLAKATA|ROUNDING THE BASES DUAL RELICS|ROUNDING THE BASES RELICS|SUMMER SUPERSTARS|SWINGING WITH THE STARS,1,New York Yankees
2025_topps_series2,2025,Topps,Series 2,aaron nola,Aaron Nola,6,10,BASE SET|BASEBALL STARS TRIPLE AUTOGRAPHS|BIG APPLE|FLAGSHIP REAL ONE AUTOGRAPH CARDS|GOLDEN MIRROR IMAGE VARIATION|IN THE NAME RELICS|K ZONE|K ZONE SHORT PRINTS|MAJOR LEAGUE MATERIAL CARDS|REAL ONE RELICS,1,Philadelphia Phillies
2025_topps_series2,2025,Topps,Series 2,aaron schunk,Aaron Schunk,1,1,BASEBALL STARS AUTOGRAPHS,1,Colorado Rockies
2025_topps_series2,2025,Topps,Series 2,acuña,Acuña,1,1,SOCIAL MEDIA FOLLOW BACK REDEMPTION,1,New York Mets	RC
2025_topps_series2,2025,Topps,Series 2,acuña jr.,Acuña Jr.,1,1,FANATICS AUTHENTIC REDEMPTION CARDS,1,Atlanta Braves
2025_topps_series2,2025,Topps,Series 2,acuñajr.,AcuñaJr.,1,1,SOCIAL MEDIA FOLLOW BACK REDEMPTION,1,Atlanta Braves
2025_topps_series2,2025,Topps,Series 2,adam duvall,Adam Duvall,1,2,BASE SET|GOLDEN MIRROR IMAGE VARIATION,1,Atlanta Braves
2025_topps_series2,2025,Topps,Series 2,adam kloffenstein,Adam Kloffenstein,1,2,BASE SET|GOLDEN MIRROR IMAGE VARIATION,1,Toronto Blue Jays	RC
2025_topps_series2,2025,Topps,Series 2,adley rutschman,Adley Rutschman,16,21,1990 TOPPS BASEBALL ALL STAR AUTOGRAPH CARDS|BASE CARDS PLAYER NUMBER VARIATION|BASE SET|BASEBALL STARS DUAL AUTOGRAPHS|BIG APPLE|CITY CONNECT SWATCH COLLECTION|COMPANION CARDS|FLAGSHIP REAL ONE AUTOGRAPH CARDS|GOLDEN MIRROR IMAGE VARIATION|HEAVY LUMBER|HEAVY LUMBER AUTOGRAPH RELICS|IN THE NAME RELICS|MAJOR LEAGUE MATERIAL DUAL AUTOGRAPH CARDS|MAJOR LEAGUE MATERIAL DUAL RELIC CARDS|OVERSIZED 2025 TOPPS BASEBALL|REAL ONE RELICS|ROUNDING THE BASES AUTOGRAPH RELIC|STARS OF MLB|SUMMER SUPERSTARS|TOPPS MEGA STARS|TRADING CARD ENAMEL PINS,1,Baltimore Orioles
2025_topps_series2,2025,Topps,Series 2,adolis garcía,Adolis García,2,1,ROUNDING THE BASES AUTOGRAPH RELIC,1,Texas Rangers
2025_topps_series2,2025,Topps,Series 2,adrian beltré,Adrian Beltré,4,3,2025 TOPPS FLAGSHIP AUTOGRAPH PATCH CARDS|DYNAMIC DUOS|HEAVY LUMBER AUTOGRAPH RELICS,2,Los Angeles Dodgers|Texas Rangers
2025_topps_series2,2025,Topps,Series 2,adrian del castillo,Adrian Del Castillo,1,1,MAJOR LEAGUE MATERIAL CARDS,1,Arizona Diamondbacks
2025_topps_series2,2025,Topps,Series 2,adrían beltré,Adrían Beltré,1,1,2025 TOPPS FLAGSHIP AUTOGRAPH PATCH CARDS,1,Texas Rangers
