set_key,year,brand,product,section,section_card_count,card_number,player_name_raw,affiliation_raw,raw_line,is_multi_player
2024_topps_update,2024,Topps,Update,Base,,US1,Juan Soto,New York Yankees,Base	US1	Juan Soto	New York Yankees,False
2024_topps_update,2024,Topps,Update,Base,,US2,Victor Scott II,St. Louis Cardinals	RC,Base	US2	Victor Scott II	St. Louis Cardinals	RC,False
2024_topps_update,2024,Topps,Update,Base,,US3,Tyler Nevin,Oakland Athletics,Base	US3	Tyler Nevin	Oakland Athletics,False
2024_topps_update,2024,Topps,Update,Base,,US4,Jorge Alcala,Minnesota Twins,Base	US4	Jorge Alcala	Minnesota Twins,False
2024_topps_update,2024,Topps,Update,Base,,US5,Mitchell Parker,Washington Nationals	RC,Base	US5	Mitchell Parker	Washington Nationals	RC,False
2024_topps_update,2024,Topps,Update,Base,,US6,Randal Grichuk,Arizona Diamondbacks,Base	US6	Randal Grichuk	Arizona Diamondbacks,False
2024_topps_update,2024,Topps,Update,Base,,US7,Alan Trejo,Colorado Rockies,Base	US7	Alan Trejo	Colorado Rockies,False
2024_topps_update,2024,Topps,Update,Base,,US8,Yuki Matsui,San Diego Padres	RC,Base	US8	Yuki Matsui	San Diego Padres	RC,False
2024_topps_update,2024,Topps,Update,Base,,US9,Isiah Kiner-Falefa,Toronto Blue Jays,Base	US9	Isiah Kiner-Falefa	Toronto Blue Jays,False
2024_topps_update,2024,Topps,Update,Base,,US10,Sal Frelick,Milwaukee Brewers	- Rookie Debut,Base	US10	Sal Frelick	Milwaukee Brewers	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US11,Robbie Grossman,Texas Rangers,Base	US11	Robbie Grossman	Texas Rangers,False
2024_topps_update,2024,Topps,Update,Base,,US12,Ha-Seong Kim / Jung Hoo Lee,San Diego Padres	- Combo Card,Base	US12	Ha-Seong Kim / Jung Hoo Lee	San Diego Padres	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US12,Ha-Seong Kim / Jung Hoo Lee,San Francisco Giants	- Combo Card,Base	US12	Ha-Seong Kim / Jung Hoo Lee	San Francisco Giants	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US13,Shohei Ohtani / Yoshinobu Yamamoto,Los Angeles Dodgers	- Combo Card,Base	US13	Shohei Ohtani / Yoshinobu Yamamoto	Los Angeles Dodgers	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US14,Chris Paddack,Minnesota Twins,Base	US14	Chris Paddack	Minnesota Twins,False
2024_topps_update,2024,Topps,Update,Base,,US15,Reynaldo López,Atlanta Braves,Base	US15	Reynaldo López	Atlanta Braves,False
2024_topps_update,2024,Topps,Update,Base,,US16,Joey Votto,Toronto Blue Jays,Base	US16	Joey Votto	Toronto Blue Jays,False
2024_topps_update,2024,Topps,Update,Base,,US17,Elvis Peguero,Milwaukee Brewers,Base	US17	Elvis Peguero	Milwaukee Brewers,False
2024_topps_update,2024,Topps,Update,Base,,US18,Héctor Neris,Chicago Cubs,Base	US18	Héctor Neris	Chicago Cubs,False
2024_topps_update,2024,Topps,Update,Base,,US19,Kevin Kiermaier,Toronto Blue Jays,Base	US19	Kevin Kiermaier	Toronto Blue Jays,False
2024_topps_update,2024,Topps,Update,Base,,US20,Mitch Garver,Seattle Mariners,Base	US20	Mitch Garver	Seattle Mariners,False
2024_topps_update,2024,Topps,Update,Base,,US21,Romy Gonzalez,Boston Red Sox,Base	US21	Romy Gonzalez	Boston Red Sox,False
2024_topps_update,2024,Topps,Update,Base,,US22,Jorge Barrosa,Arizona Diamondbacks	RC,Base	US22	Jorge Barrosa	Arizona Diamondbacks	RC,False
2024_topps_update,2024,Topps,Update,Base,,US23,Victor Caratini,Houston Astros,Base	US23	Victor Caratini	Houston Astros,False
2024_topps_update,2024,Topps,Update,Base,,US24,Daniel Hudson,Los Angeles Dodgers,Base	US24	Daniel Hudson	Los Angeles Dodgers,False
2024_topps_update,2024,Topps,Update,Base,,US25,Matt Sauer,Kansas City Royals	RC,Base	US25	Matt Sauer	Kansas City Royals	RC,False
2024_topps_update,2024,Topps,Update,Base,,US26,J.P. France,Houston Astros,Base	US26	J.P. France	Houston Astros,False
2024_topps_update,2024,Topps,Update,Base,,US27,James Paxton,Los Angeles Dodgers,Base	US27	James Paxton	Los Angeles Dodgers,False
2024_topps_update,2024,Topps,Update,Base,,US28,Mitch Spence,Oakland Athletics	RC,Base	US28	Mitch Spence	Oakland Athletics	RC,False
2024_topps_update,2024,Topps,Update,Base,,US29,Blake Walston,Arizona Diamondbacks	RC,Base	US29	Blake Walston	Arizona Diamondbacks	RC,False
2024_topps_update,2024,Topps,Update,Base,,US30,Samad Taylor,Seattle Mariners	RC,Base	US30	Samad Taylor	Seattle Mariners	RC,False
2024_topps_update,2024,Topps,Update,Base,,US31,Brandon Crawford,St. Louis Cardinals,Base	US31	Brandon Crawford	St. Louis Cardinals,False
2024_topps_update,2024,Topps,Update,Base,,US32,Cristopher Sánchez,Philadelphia Phillies,Base	US32	Cristopher Sánchez	Philadelphia Phillies,False
2024_topps_update,2024,Topps,Update,Base,,US33,Tyler Holton,Detroit Tigers	RC,Base	US33	Tyler Holton	Detroit Tigers	RC,False
2024_topps_update,2024,Topps,Update,Base,,US34,Brett Sullivan,San Diego Padres,Base	US34	Brett Sullivan	San Diego Padres,False
2024_topps_update,2024,Topps,Update,Base,,US35,Jonatan Clase,Seattle Mariners	RC,Base	US35	Jonatan Clase	Seattle Mariners	RC,False
2024_topps_update,2024,Topps,Update,Base,,US36,Freddy Fermin,Kansas City Royals,Base	US36	Freddy Fermin	Kansas City Royals,False
2024_topps_update,2024,Topps,Update,Base,,US37,Kyle McCann,Oakland Athletics	RC,Base	US37	Kyle McCann	Oakland Athletics	RC,False
2024_topps_update,2024,Topps,Update,Base,,US38,Ricky Vanasco,Los Angeles Dodgers	RC,Base	US38	Ricky Vanasco	Los Angeles Dodgers	RC,False
2024_topps_update,2024,Topps,Update,Base,,US39,Gary Sánchez,Milwaukee Brewers,Base	US39	Gary Sánchez	Milwaukee Brewers,False
2024_topps_update,2024,Topps,Update,Base,,US40,Nate Pearson,Toronto Blue Jays,Base	US40	Nate Pearson	Toronto Blue Jays,False
2024_topps_update,2024,Topps,Update,Base,,US41,Jordan Lawlar,Arizona Diamondbacks	- Rookie Debut,Base	US41	Jordan Lawlar	Arizona Diamondbacks	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US42,Scott Barlow,Cleveland Guardians,Base	US42	Scott Barlow	Cleveland Guardians,False
2024_topps_update,2024,Topps,Update,Base,,US43,Griffin Jax,Minnesota Twins,Base	US43	Griffin Jax	Minnesota Twins,False
2024_topps_update,2024,Topps,Update,Base,,US44,Adley Rutschman / Craig Kimbrel,Baltimore Orioles	- Combo Card,Base	US44	Adley Rutschman / Craig Kimbrel	Baltimore Orioles	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US45,Bryse Wilson,Milwaukee Brewers,Base	US45	Bryse Wilson	Milwaukee Brewers,False
2024_topps_update,2024,Topps,Update,Base,,US46,Trent Grisham,New York Yankees,Base	US46	Trent Grisham	New York Yankees,False
2024_topps_update,2024,Topps,Update,Base,,US47,Justin Topa,Minnesota Twins,Base	US47	Justin Topa	Minnesota Twins,False
2024_topps_update,2024,Topps,Update,Base,,US48,Jackson Merrill / Fernando Tatis Jr.,San Diego Padres	- Combo Card,Base	US48	Jackson Merrill / Fernando Tatis Jr.	San Diego Padres	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US49,Jared Jones,Pittsburgh Pirates	RC,Base	US49	Jared Jones	Pittsburgh Pirates	RC,False
2024_topps_update,2024,Topps,Update,Base,,US50,Jackson Holliday,Baltimore Orioles	RC,Base	US50	Jackson Holliday	Baltimore Orioles	RC,False
2024_topps_update,2024,Topps,Update,Base,,US51,Bryan Ramos,Chicago White Sox	RC,Base	US51	Bryan Ramos	Chicago White Sox	RC,False
2024_topps_update,2024,Topps,Update,Base,,US52,Spencer Arrighetti,Houston Astros	RC,Base	US52	Spencer Arrighetti	Houston Astros	RC,False
2024_topps_update,2024,Topps,Update,Base,,US53,Randy Rodríguez,San Francisco Giants	RC,Base	US53	Randy Rodríguez	San Francisco Giants	RC,False
2024_topps_update,2024,Topps,Update,Base,,US54,Trevor Rogers,Miami Marlins,Base	US54	Trevor Rogers	Miami Marlins,False
2024_topps_update,2024,Topps,Update,Base,,US55,Patrick Bailey / Blake Snell,San Francisco Giants	- Combo Card,Base	US55	Patrick Bailey / Blake Snell	San Francisco Giants	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US56,José Buttó,New York Mets,Base	US56	José Buttó	New York Mets,False
2024_topps_update,2024,Topps,Update,Base,,US57,Blake Snell,San Francisco Giants,Base	US57	Blake Snell	San Francisco Giants,False
2024_topps_update,2024,Topps,Update,Base,,US58,Evan Carter,Texas Rangers	- Rookie Debut,Base	US58	Evan Carter	Texas Rangers	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US59,Clayton Beeter,New York Yankees	RC,Base	US59	Clayton Beeter	New York Yankees	RC,False
2024_topps_update,2024,Topps,Update,Base,,US60,John Schreiber,Kansas City Royals,Base	US60	John Schreiber	Kansas City Royals,False
2024_topps_update,2024,Topps,Update,Base,,US61,Forrest Whitley,Houston Astros	RC,Base	US61	Forrest Whitley	Houston Astros	RC,False
2024_topps_update,2024,Topps,Update,Base,,US62,Amed Rosario,Tampa Bay Rays,Base	US62	Amed Rosario	Tampa Bay Rays,False
2024_topps_update,2024,Topps,Update,Base,,US63,Vladimir Guerrero Jr. / Justin Turner,Toronto Blue Jays	- Combo Card,Base	US63	Vladimir Guerrero Jr. / Justin Turner	Toronto Blue Jays	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US64,Jorge Soler,San Francisco Giants,Base	US64	Jorge Soler	San Francisco Giants,False
2024_topps_update,2024,Topps,Update,Base,,US65,Joey Loperfido,Houston Astros	RC,Base	US65	Joey Loperfido	Houston Astros	RC,False
2024_topps_update,2024,Topps,Update,Base,,US66,Alek Jacob,San Diego Padres	RC,Base	US66	Alek Jacob	San Diego Padres	RC,False
2024_topps_update,2024,Topps,Update,Base,,US67,Nelson Velázquez,Kansas City Royals,Base	US67	Nelson Velázquez	Kansas City Royals,False
2024_topps_update,2024,Topps,Update,Base,,US68,Ryan Yarbrough,Los Angeles Dodgers,Base	US68	Ryan Yarbrough	Los Angeles Dodgers,False
2024_topps_update,2024,Topps,Update,Base,,US69,Osvaldo Bido RC / Tyler Ferguson RC,Oakland Athletics,Base	US69	Osvaldo Bido RC / Tyler Ferguson RC	Oakland Athletics,True
2024_topps_update,2024,Topps,Update,Base,,US70,Emmanuel Rivera,Miami Marlins,Base	US70	Emmanuel Rivera	Miami Marlins,False
2024_topps_update,2024,Topps,Update,Base,,US71,Nick Gordon,Miami Marlins,Base	US71	Nick Gordon	Miami Marlins,False
2024_topps_update,2024,Topps,Update,Base,,US72,Colton Cowser,Baltimore Orioles	- Rookie Debut,Base	US72	Colton Cowser	Baltimore Orioles	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US73,Colt Keith,Detroit Tigers	RC,Base	US73	Colt Keith	Detroit Tigers	RC,False
2024_topps_update,2024,Topps,Update,Base,,US74,Jeffrey Springs,Tampa Bay Rays,Base	US74	Jeffrey Springs	Tampa Bay Rays,False
2024_topps_update,2024,Topps,Update,Base,,US75,Martín Perez,Pittsburgh Pirates,Base	US75	Martín Perez	Pittsburgh Pirates,False
2024_topps_update,2024,Topps,Update,Base,,US76,Shohei Ohtani / Mike Trout,Los Angeles Dodgers	- Combo Card,Base	US76	Shohei Ohtani / Mike Trout	Los Angeles Dodgers	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US76,Shohei Ohtani / Mike Trout,Los Angeles Angels	- Combo Card,Base	US76	Shohei Ohtani / Mike Trout	Los Angeles Angels	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US77,Victor Scott II,St. Louis Cardinals	- Rookie Debut,Base	US77	Victor Scott II	St. Louis Cardinals	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US78,Brent Suter,Cincinnati Reds,Base	US78	Brent Suter	Cincinnati Reds,False
2024_topps_update,2024,Topps,Update,Base,,US79,Daniel Vogelbach,Toronto Blue Jays,Base	US79	Daniel Vogelbach	Toronto Blue Jays,False
2024_topps_update,2024,Topps,Update,Base,,US80,Kyle Muller,Oakland Athletics,Base	US80	Kyle Muller	Oakland Athletics,False
2024_topps_update,2024,Topps,Update,Base,,US81,Manuel Margot,Minnesota Twins,Base	US81	Manuel Margot	Minnesota Twins,False
2024_topps_update,2024,Topps,Update,Base,,US82,Dedniel Núñez RC / Tyler Jay RC,New York Mets,Base	US82	Dedniel Núñez RC / Tyler Jay RC	New York Mets,True
2024_topps_update,2024,Topps,Update,Base,,US83,Kyle Harrison,San Francisco Giants	- Rookie Debut,Base	US83	Kyle Harrison	San Francisco Giants	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US84,Graham Pauley,San Diego Padres	RC,Base	US84	Graham Pauley	San Diego Padres	RC,False
2024_topps_update,2024,Topps,Update,Base,,US85,Abraham Toro,Oakland Athletics,Base	US85	Abraham Toro	Oakland Athletics,False
2024_topps_update,2024,Topps,Update,Base,,US86,Heston Kjerstad,Baltimore Orioles	- Rookie Debut,Base	US86	Heston Kjerstad	Baltimore Orioles	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US87,Hoby Milner,Milwaukee Brewers,Base	US87	Hoby Milner	Milwaukee Brewers,False
2024_topps_update,2024,Topps,Update,Base,,US88,Fernando Tatis Jr. / Luis Arraez,San Diego Padres	- Combo Card,Base	US88	Fernando Tatis Jr. / Luis Arraez	San Diego Padres	- Combo Card,True
2024_topps_update,2024,Topps,Update,Base,,US89,Andrew Knizner,Texas Rangers,Base	US89	Andrew Knizner	Texas Rangers,False
2024_topps_update,2024,Topps,Update,Base,,US90,Adam Duvall,Atlanta Braves,Base	US90	Adam Duvall	Atlanta Braves,False
2024_topps_update,2024,Topps,Update,Base,,US91,Pete Crow-Armstrong,Chicago Cubs	- Rookie Debut,Base	US91	Pete Crow-Armstrong	Chicago Cubs	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US92,Tyler Rogers,San Francisco Giants,Base	US92	Tyler Rogers	San Francisco Giants,False
2024_topps_update,2024,Topps,Update,Base,,US93,Lucas Erceg,Oakland Athletics,Base	US93	Lucas Erceg	Oakland Athletics,False
2024_topps_update,2024,Topps,Update,Base,,US94,Jordan Leasure,Chicago White Sox	RC,Base	US94	Jordan Leasure	Chicago White Sox	RC,False
2024_topps_update,2024,Topps,Update,Base,,US95,Jared Jones,Pittsburgh Pirates	- Rookie Debut,Base	US95	Jared Jones	Pittsburgh Pirates	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US96,Austin Martin,Minnesota Twins	(RC),Base	US96	Austin Martin	Minnesota Twins	(RC),False
2024_topps_update,2024,Topps,Update,Base,,US97,Jackson Holliday,Baltimore Orioles	- Rookie Debut,Base	US97	Jackson Holliday	Baltimore Orioles	- Rookie Debut,False
2024_topps_update,2024,Topps,Update,Base,,US98,Nick Ahmed,San Francisco Giants,Base	US98	Nick Ahmed	San Francisco Giants,False
2024_topps_update,2024,Topps,Update,Base,,US99,Ryan Feltner,Colorado Rockies,Base	US99	Ryan Feltner	Colorado Rockies,False
2024_topps_update,2024,Topps,Update,Base,,US100,Paul Skenes,Pittsburgh Pirates	RC,Base	US100	Paul Skenes	Pittsburgh Pirates	RC,False
2024_topps_update,2024,Topps,Update,Base,,US101,Hunter Harvey,Washington Nationals,Base	US101	Hunter Harvey	Washington Nationals,False
2024_topps_update,2024,Topps,Update,Base,,US102,Jason Adam,Tampa Bay Rays,Base	US102	Jason Adam	Tampa Bay Rays,False
2024_topps_update,2024,Topps,Update,Base,,US103,Ryan Weathers,Miami Marlins,Base	US103	Ryan Weathers	Miami Marlins,False
2024_topps_update,2024,Topps,Update,Base,,US104,David Peterson,New York Mets,Base	US104	David Peterson	New York Mets,False
