set_key,year,brand,product,section,section_card_count,card_number,player_name_raw,affiliation_raw,raw_line,is_multi_player
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-1,"Eli Willits,",Washington Nationals,"BD-1	Eli Willits,	Washington Nationals",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-2,"Xavier Neyens,",Houston Astros,"BD-2	Xavier Neyens,	Houston Astros",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-3,"Kade Anderson,",Seattle Mariners,"BD-3	Kade Anderson,	Seattle Mariners",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-4,"Gage Wood,",Philadelphia Phillies,"BD-4	Gage Wood,	Philadelphia Phillies",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-5,"Max Belyeu,",Colorado Rockies,"BD-5	Max Belyeu,	Colorado Rockies",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-6,"Aidan West,",Los Angeles Dodgers,"BD-6	Aidan West,	Los Angeles Dodgers",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-7,"Taitn Gray,",Tampa Bay Rays,"BD-7	Taitn Gray,	Tampa Bay Rays",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-8,"JoJo Parker,",Toronto Blue Jays,"BD-8	JoJo Parker,	Toronto Blue Jays",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-9,"Spencer Jones,",New York Yankees,"BD-9	Spencer Jones,	New York Yankees",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-10,"Billy Carlson,",Chicago White Sox,"BD-10	Billy Carlson,	Chicago White Sox",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-11,"Mike Sirota,",Los Angeles Dodgers,"BD-11	Mike Sirota,	Los Angeles Dodgers",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-12,"Liam Doyle,",St. Louis Cardinals,"BD-12	Liam Doyle,	St. Louis Cardinals",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-13,"Franklin Arias,",Boston Red Sox,"BD-13	Franklin Arias,	Boston Red Sox",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-14,"J.D. Thompson,",Milwaukee Brewers,"BD-14	J.D. Thompson,	Milwaukee Brewers",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-15,"Gavin Fien,",Texas Rangers,"BD-15	Gavin Fien,	Texas Rangers",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-16,"Ike Irish,",Baltimore Orioles,"BD-16	Ike Irish,	Baltimore Orioles",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-17,"Ethan Conrad,",Chicago Cubs,"BD-17	Ethan Conrad,	Chicago Cubs",False
2025_bowman_draft,2025,Bowman,Draft,Base Set,200,BD-18,"Braden Montgomery,",Chicago White Sox,"BD-18	Braden Montgomery,	Chicago White Sox",False
