set_key,year,brand,product,section,section_card_count,card_number,player_name_raw,affiliation_raw,raw_line,is_multi_player
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,1,Jacob Wilson,Athletics	Rookie,1	Jacob Wilson	Athletics	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,2,Hyeseong Kim,Los Angeles Dodgers	Rookie,2	Hyeseong Kim	Los Angeles Dodgers	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,3,Dylan Crews,Washington Nationals	Rookie,3	Dylan Crews	Washington Nationals	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,4,Matt Olson,Atlanta Braves,4	Matt Olson	Atlanta Braves,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,5,Yusei Kikuchi,Los Angeles Angels,5	Yusei Kikuchi	Los Angeles Angels,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,6,Manny Machado,San Diego Padres,6	Manny Machado	San Diego Padres,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,7,Bobby Witt Jr.,Kansas City Royals,7	Bobby Witt Jr.	Kansas City Royals,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,8,Fernando Tatis Jr.,San Diego Padres,8	Fernando Tatis Jr.	San Diego Padres,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,9,Logan Gilbert,Seattle Mariners,9	Logan Gilbert	Seattle Mariners,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,10,Cade Horton,Chicago Cubs	Rookie,10	Cade Horton	Chicago Cubs	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,11,Mick Abel,Philadelphia Phillies	Rookie,11	Mick Abel	Philadelphia Phillies	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,12,Roki Sasaki,Los Angeles Dodgers	Rookie,12	Roki Sasaki	Los Angeles Dodgers	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,13,Ronald Acuña Jr.,Atlanta Braves,13	Ronald Acuña Jr.	Atlanta Braves,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,14,Willy Adames,San Francisco Giants,14	Willy Adames	San Francisco Giants,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,15,Alex Bregman,Boston Red Sox,15	Alex Bregman	Boston Red Sox,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,16,Jackson Holliday,Baltimore Orioles,16	Jackson Holliday	Baltimore Orioles,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,17,Shohei Ohtani,Los Angeles Dodgers,17	Shohei Ohtani	Los Angeles Dodgers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,18,Chandler Simpson,Tampa Bay Rays	Rookie,18	Chandler Simpson	Tampa Bay Rays	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,19,Shota Imanaga,Chicago Cubs®,19	Shota Imanaga	Chicago Cubs®,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,20,CJ Abrams,Washington Nationals,20	CJ Abrams	Washington Nationals,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,21,José Ramírez,Cleveland Guardians,21	José Ramírez	Cleveland Guardians,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,22,Juan Soto,New York Mets,22	Juan Soto	New York Mets,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,23,Salvador Perez,Kansas City Royals,23	Salvador Perez	Kansas City Royals,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,24,Andrew McCutchen,Pittsburgh Pirates,24	Andrew McCutchen	Pittsburgh Pirates,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,25,Trey Sweeney,Detroit Tigers	Rookie,25	Trey Sweeney	Detroit Tigers	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,26,Mookie Betts,Los Angeles Dodgers,26	Mookie Betts	Los Angeles Dodgers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,27,Mike Trout,Los Angeles Angels,27	Mike Trout	Los Angeles Angels,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,28,Chad Patrick,Milwaukee Brewers	Rookie,28	Chad Patrick	Milwaukee Brewers	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,29,James Wood,Washington Nationals	Rookie,29	James Wood	Washington Nationals	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,30,Paul Skenes,Pittsburgh Pirates,30	Paul Skenes	Pittsburgh Pirates,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,31,Blake Snell,Los Angeles Dodgers,31	Blake Snell	Los Angeles Dodgers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,32,Luisangel Acuña,New York Mets	Rookie,32	Luisangel Acuña	New York Mets	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,33,Freddie Freeman,Los Angeles Dodgers,33	Freddie Freeman	Los Angeles Dodgers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,34,Jazz Chisholm Jr.,New York Yankees,34	Jazz Chisholm Jr.	New York Yankees,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,35,Randy Arozarena,Seattle Mariners,35	Randy Arozarena	Seattle Mariners,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,36,Wyatt Langford,Texas Rangers,36	Wyatt Langford	Texas Rangers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,37,Bryce Harper,Philadelphia Phillies,37	Bryce Harper	Philadelphia Phillies,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,38,Jackson Merrill,San Diego Padres,38	Jackson Merrill	San Diego Padres,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,39,Marcelo Mayer,Boston Red Sox	Rookie,39	Marcelo Mayer	Boston Red Sox	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,40,Jackson Chourio,Milwaukee Brewers,40	Jackson Chourio	Milwaukee Brewers,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,41,Dillon Dingler,Detroit Tigers	Rookie,41	Dillon Dingler	Detroit Tigers	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,42,Moisés Ballesteros,Chicago Cubs	Rookie,42	Moisés Ballesteros	Chicago Cubs	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,43,Yandy Díaz,Tampa Bay Rays,43	Yandy Díaz	Tampa Bay Rays,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,44,Kevin Alcántara,Chicago Cubs	Rookie,44	Kevin Alcántara	Chicago Cubs	Rookie,False
2025_bowman_chrome,2025,Bowman,Chrome,BASE CARDS,,45,Corey Seager,Texas Rangers,45	Corey Seager	Texas Rangers,False
