set_key,year,brand,product,section,section_card_count,card_number,player_name_raw,affiliation_raw,raw_line,is_multi_player
2025_topps_series2,2025,Topps,Series 2,BASE SET,,351,Taijuan Walker,Philadelphia Phillies,351	Taijuan Walker	Philadelphia Phillies,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,352,Chicago White Sox,Chicago White Sox	(Team Card),352	Chicago White Sox	Chicago White Sox	(Team Card),False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,353,Austin Barnes,Los Angeles Dodgers,353	Austin Barnes	Los Angeles Dodgers,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,354,Sean Manaea,New York Mets,354	Sean Manaea	New York Mets,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,355,Nick Madrigal,New York Mets,355	Nick Madrigal	New York Mets,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,356,Harrison Bader,Minnesota Twins,356	Harrison Bader	Minnesota Twins,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,357,Trevor McDonald,San Francisco Giants	RC,357	Trevor McDonald	San Francisco Giants	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,358,Bryce Miller,Seattle Mariners,358	Bryce Miller	Seattle Mariners,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,359,Brandon Eisert,Toronto Blue Jays	RC,359	Brandon Eisert	Toronto Blue Jays	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,360,Ryan McMahon,Colorado Rockies,360	Ryan McMahon	Colorado Rockies,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,361,Jorge Polanco,Seattle Mariners,361	Jorge Polanco	Seattle Mariners,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,362,Seth Johnson,Philadelphia Phillies	RC,362	Seth Johnson	Philadelphia Phillies	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,363,Alex Cobb,Detroit Tigers,363	Alex Cobb	Detroit Tigers,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,364,Ozzie Albies,Atlanta Braves,364	Ozzie Albies	Atlanta Braves,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,365,Bobby Witt Jr.,Major League Baseball	(Combo Card/Checklist),365	Bobby Witt Jr.	Major League Baseball	(Combo Card/Checklist),False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,366,Josh Bell,Washington Nationals,366	Josh Bell	Washington Nationals,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,367,Wilyer Abreu,Boston Red Sox	(Future Stars),367	Wilyer Abreu	Boston Red Sox	(Future Stars),False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,368,Simeon Woods Richardson,Minnesota Twins,368	Simeon Woods Richardson	Minnesota Twins,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,369,Mason Montgomery,Tampa Bay Rays	RC,369	Mason Montgomery	Tampa Bay Rays	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,370,Angel Chivilli,Colorado Rockies	RC,370	Angel Chivilli	Colorado Rockies	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,371,Edward Cabrera,Miami Marlins,371	Edward Cabrera	Miami Marlins,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,372,Yosver Zulueta,Cincinnati Reds	RC,372	Yosver Zulueta	Cincinnati Reds	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,373,Jose Siri,New York Mets,373	Jose Siri	New York Mets,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,374,Dustin Harris,Texas Rangers	RC,374	Dustin Harris	Texas Rangers	RC,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,375,Kenley Jansen,Angels,375	Kenley Jansen	Angels,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,376,Jackson Chourio,Milwaukee Brewers,376	Jackson Chourio	Milwaukee Brewers,False
2025_topps_series2,2025,Topps,Series 2,BASE SET,,377,Lucas Erceg,Kansas City Royals,377	Lucas Erceg	Kansas City Royals,False
